Age,Avg_Daily_Usage_Hours,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Gender_Encoded,Affects_Academic_Performance_Encoded,Academic_Level_Graduate,Academic_Level_High School,Academic_Level_Undergraduate,Relationship_Status_Complicated,Relationship_Status_In Relationship,Relationship_Status_Single,Platform_Facebook,Platform_Instagram,Platform_KakaoTalk,Platform_LINE,Platform_LinkedIn,Platform_Snapchat,Platform_TikTok,Platform_Twitter,Platform_VKontakte,Platform_WeChat,Platform_WhatsApp,Platform_YouTube,Country_Frequency,Country_Australia,Country_Bangladesh,Country_Brazil,Country_Canada,Country_China,Country_Denmark,Country_Finland,Country_France,Country_Germany,Country_India,Country_Ireland,Country_Italy,Country_Japan,Country_Malaysia,Country_Maldives,Country_Mexico,Country_Nepal,Country_Netherlands,Country_New Zealand,Country_Other,Country_Pakistan,Country_Poland,Country_Russia,Country_Singapore,Country_South Korea,Country_Spain,Country_Sri Lanka,Country_Switzerland,Country_Turkey,Country_UAE,Country_UK,Country_USA,Usage_Category_Encoded,Adequate_Sleep,Mental_Health_Risk_Encoded,SM_Impact_Score,Lifestyle_Balance,Cluster
-1.186915388018159,0.2238567851584937,-0.3276378820847874,-0.2055204329580212,0.1570630655563402,0.9855499657710436,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1946143834736302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.5285714285714286,-0.0630541871921182,1
0.958662428783896,-2.243309145067867,0.5604232746617522,1.6056283824845383,-2.976789610402713,-2.166957864848674,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.2945025112564448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,0.5522167487684729,2
-0.471722782417474,0.860544767152393,-1.659729617204597,-1.111094840679301,1.201680624209358,1.616051531894987,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3139413103021729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0.6428571428571429,-0.4359605911330049,1
-1.902107993618844,-1.52703516532473,0.1163926962884823,0.7000539747632586,-1.9321720517496952,-1.5364562987247306,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.0437588140960499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0.0,0.3374384236453202,2
0.243469823183211,-0.3332451990861685,-0.7716684604580573,-0.2055204329580212,-0.8875544930966774,0.3550483996471,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.861374602169432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.4285714285714285,-0.0492610837438423,1
-1.186915388018159,1.8155767401432423,-2.103760195577866,-2.016669248400581,2.246298182862376,1.616051531894987,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6471810916063712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.8142857142857143,-0.6935960591133005,3
1.673855034384581,-2.7208251315632914,1.004453853035022,2.511202790205818,-2.976789610402713,-2.797459430972617,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.6471810916063712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.7241379310344828,2
-0.471722782417474,0.701372771653918,-0.7716684604580573,-0.2055204329580212,-0.8875544930966774,0.9855499657710436,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.099747799739112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.6142857142857142,-0.2349753694581279,1
-1.902107993618844,-0.7311751878323557,-0.3276378820847874,0.7000539747632586,-1.9321720517496952,-0.9059547326007872,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.11918659878484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.1083743842364532,2
0.243469823183211,-1.288277172077018,0.1163926962884823,0.7000539747632586,-1.9321720517496952,-1.5364562987247306,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7226088762951612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0.0,0.2945812807881773,2
-1.186915388018159,-0.0944872058384563,-0.5940562291087492,-1.111094840679301,0.1570630655563402,0.3550483996471,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333801093479008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.4714285714285714,-0.0576354679802955,1
